FID	IID	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
NA18127	NA18127	0.2546764	0.3149618	0.004287997	-0.008401734	-0.04199269	0.001645654	0.01576566	-0.004687172	-0.001563214	0.04750473
NA18132	NA18132	0.2585498	0.3204799	-0.003472339	-0.005509252	-0.04594043	0.008554359	0.001640091	0.002904661	-0.006409096	0.03572116
NA18141	NA18141	0.2562263	0.3070405	-0.006215012	-0.01742472	-0.03519429	0.004872989	0.007592253	0.002946987	0.001360611	0.03454565
NA18143	NA18143	0.2711988	0.3152206	-0.007901088	-0.01888623	-0.03806825	0.003611051	-0.002634427	0.00465333	0.006573063	0.0260576
NA18147	NA18147	0.2520019	0.318319	-0.00280812	-0.01581638	-0.03013016	-0.005636805	0.01858855	-0.003156985	-0.003117831	0.02915423
NA18155	NA18155	0.2541746	0.321071	-0.0004277931	-0.01850854	-0.04987021	0.01020271	0.00689066	0.008237526	-0.0005364568	0.02565135
NA18158	NA18158	0.2661275	0.3127498	0.001855423	-0.02398638	-0.0261065	0.01631909	0.003125255	0.006899099	0.006619789	0.03147616
NA18674	NA18674	0.2611121	0.3203205	0.002074733	-0.01447823	-0.03043318	0.01497469	0.01460015	0.001263589	0.008407254	0.0279975
NA17982	NA17982	0.2565839	0.3073015	-0.01481209	-0.002425438	-0.03543052	-0.007778084	0.01928701	0.001099654	-0.00135104	0.02636509
NA17990	NA17990	0.2518728	0.3140516	-0.004771746	0.0009309757	-0.04057377	0.002009285	0.01568755	-0.006825847	0.01799007	0.0455844
NA18112	NA18112	0.2611483	0.3305691	-0.006882275	-0.01818423	-0.03161914	0.002509735	0.01883292	0.00161938	-0.002391705	0.02526301
NA18118	NA18118	0.2538766	0.3076432	-0.01020518	-0.01528607	-0.03572041	0.007513187	0.00535731	0.006584479	-0.0004596389	0.02468774
NA18151	NA18151	0.2569192	0.3174159	-0.0009440606	-0.0114747	-0.02973213	0.008179162	-0.004394077	0.005006343	0.01451175	0.03436822
NA18153	NA18153	0.2658634	0.3204651	-0.001875587	-0.01152588	-0.03660719	0.002208931	0.006268348	0.002592268	-0.005159236	0.02970931
NA18702	NA18702	0.260626	0.3007115	-0.01558287	-0.01658414	-0.02648236	0.01067939	0.01059849	-0.009338058	0.004905241	0.01182459
NA18704	NA18704	0.2605405	0.3214602	0.002071975	-0.0212773	-0.02452003	0.00688902	0.009347583	-0.01110225	0.003829655	0.03714389
NA17976	NA17976	0.2605428	0.3104661	0.006688446	-0.0212665	-0.03076317	-0.002680243	0.007177363	0.002707721	0.0003158912	0.007721572
NA17979	NA17979	0.2566058	0.3212534	-0.01124821	-0.01497928	-0.03278326	0.01124263	0.01104049	-0.008051835	0.009273196	0.03008828
NA18156	NA18156	0.2589804	0.3114446	-0.01372631	-0.01455501	-0.03636828	0.008765047	0.02080346	-0.001540427	0.006999584	0.01888492
NA18152	NA18152	0.256268	0.3262225	-0.008242567	-0.01793624	-0.04306125	0.003612729	0.003123492	-0.009563813	-0.007048469	0.01258907
NA18160	NA18160	0.2528224	0.3177093	-0.006441931	-0.01421932	-0.04669162	-0.002951537	0.01835911	0.002153755	0.003161015	0.02523889
NA18682	NA18682	0.2549655	0.3185186	-0.008131425	-0.01097488	-0.03532452	0.01077031	0.005378853	0.01154565	-0.01427772	0.03807002
NA18689	NA18689	0.2671202	0.3246094	-0.01003939	-0.02869207	-0.03139977	0.01434758	0.01379115	-0.001622484	0.006502245	0.02445848
NA18685	NA18685	0.2513682	0.3054038	-0.008224772	-0.01151338	-0.04061262	0.008768272	0.02532898	0.004102508	-0.01469403	0.04758011
NA17962	NA17962	0.2516899	0.3132865	0.002690075	-0.01504239	-0.03109623	0.01807106	0.005101616	-0.02187956	0.004551153	0.02645521
NA17966	NA17966	0.2617164	0.3173502	0.001701681	-0.005360376	-0.03748714	-0.002901487	0.01714721	0.003759853	0.002509648	0.0398482
NA17999	NA17999	0.2518351	0.3175059	-0.008920063	-0.01275922	-0.04921286	-0.01100559	0.01503448	0.001652809	0.01444074	0.05982453
NA17968	NA17968	0.2551741	0.304971	-0.01476328	-0.005400388	-0.02435674	0.004840884	0.01167443	0.007511647	-0.003518787	0.04438024
NA17995	NA17995	0.2620032	0.3094458	0.009889562	-0.0199669	-0.02421455	-0.006397242	-0.01615402	0.0007901921	0.005558768	0.02236924
NA17996	NA17996	0.2607861	0.3229083	-0.005485863	-0.0006067228	-0.04670359	0.02337008	0.006531593	0.01056294	0.007832252	0.03487171
NA18131	NA18131	0.2561228	0.3148505	-0.002089531	-0.01703973	-0.03064246	0.01469589	0.01645089	0.004846483	-0.01089397	0.02722435
NA18134	NA18134	0.2720747	0.3279198	-0.00336117	-0.0179713	-0.03800348	0.01270951	0.01604235	0.01286763	-0.004245181	0.01487535
NA18157	NA18157	0.2671548	0.3231709	-0.01541222	-0.01786777	-0.04441677	0.01681912	0.01390488	0.004187658	-0.004379681	0.03417187
NA18159	NA18159	0.2643193	0.3223857	-0.008739828	-0.005947588	-0.04213559	0.002654792	0.01149036	0.01634679	-7.677096e-05	0.02805285
NA17972	NA17972	0.2524654	0.3148626	0.003439536	-0.02048392	-0.03514497	0.004233966	0.0007309861	-0.006819284	-0.004882257	0.03362542
NA18133	NA18133	0.2498426	0.3146829	-0.008377973	-0.009725204	-0.03915127	0.001161422	0.01749797	0.02575657	-6.436241e-05	0.02166101
NA18166	NA18166	0.2584568	0.3257446	0.009681311	-0.0107432	-0.04415172	0.01464029	0.0129038	-0.003453843	-0.002667375	0.04182031
NA18102	NA18102	0.2505396	0.3006354	-0.006868104	-0.002759113	-0.0329583	-0.009179874	0.008991171	0.0004703635	-0.008166869	0.03753632
NA18136	NA18136	0.2587841	0.3191785	-0.004867362	-0.0181242	-0.03840054	0.002954417	0.01222347	0.01363446	-0.002896396	0.03215293
NA18140	NA18140	0.2640685	0.3133615	-0.01139942	-0.00883537	-0.04014672	0.009144417	0.00860275	-0.008425974	0.002963458	0.03639442
NA20847	NA20847	0.1690492	-0.09021728	-0.04310505	0.2807728	0.07634042	0.02113205	0.004909526	-0.0004614003	0.005682305	0.003349863
NA20849	NA20849	0.173178	-0.1021593	-0.04612434	0.2779442	0.06385838	0.006166639	-0.009652132	-0.00464672	0.003419638	0.001725802
NA20851	NA20851	0.1846973	-0.09059476	-0.04256787	0.286711	0.0632794	-0.01134804	-0.008332405	-0.01053672	0.004914822	-0.001173824
NA20853	NA20853	0.1782558	-0.08960396	-0.04927729	0.286262	0.07459421	0.003578127	-0.0001144212	0.01072564	-0.001637404	0.00183487
NA20906	NA20906	0.1716397	-0.07111245	-0.04493518	0.236462	0.0664332	-0.002697405	-0.00196369	-0.01790668	-0.003919788	-0.01912103
NA20866	NA20866	0.1780966	-0.1041464	-0.03778417	0.219898	0.04533979	-6.930372e-05	0.008551126	0.004545997	0.005804313	0.005696403
NA21104	NA21104	0.1800944	-0.09104623	-0.0409257	0.2918325	0.06617931	0.009512009	-0.0003304882	-0.003897232	0.005463319	-0.003296355
NA20907	NA20907	0.176725	-0.1297353	-0.02628383	0.2144038	0.04186487	0.01267967	0.001589242	-0.001742917	-0.002533187	-0.002801859
NA20908	NA20908	0.1754894	-0.08750575	-0.04074867	0.2383432	0.05458918	-0.006393472	0.001546711	-0.0006434627	-0.006883425	0.0007562944
NA21086	NA21086	0.180769	-0.08482406	-0.03906408	0.2792342	0.05178622	-0.01161688	-0.003527787	0.01664787	-0.01073028	0.009573689
NA21101	NA21101	0.173172	-0.08928961	-0.03428979	0.265207	0.0589801	0.007025575	0.0002245975	-0.01999637	0.003457652	-0.004976019
NA21106	NA21106	0.1827307	-0.08814142	-0.05267437	0.28851	0.06982517	0.01217113	-0.008644123	0.001500121	0.007073777	0.001598984
NA21125	NA21125	0.1798965	-0.09243202	-0.04051999	0.2822743	0.05573003	-0.006577911	0.003517992	-0.002043717	-0.0001150744	-0.007064608
NA21137	NA21137	0.1796289	-0.09136764	-0.05338246	0.2801092	0.07475622	0.007832994	-0.005569552	-0.005226661	0.01765935	-0.00645978
NA21141	NA21141	0.1753412	-0.08722928	-0.04679232	0.287529	0.08001831	0.002327054	-0.0003080094	0.003345272	0.01407636	0.01419846
NA21142	NA21142	0.1743488	-0.09687619	-0.03911821	0.2927754	0.05848815	-0.005053758	0.005258161	-0.0004699936	-0.005431892	0.001934566
NA20883	NA20883	0.1749337	-0.1108799	-0.03723505	0.2346903	0.04357776	0.0003484607	0.006280139	0.003975261	0.002186093	-0.009485141
NA20891	NA20891	0.1820946	-0.123862	-0.02397469	0.2241734	0.04841102	-0.00187068	0.00262077	-0.0003276504	0.009037675	-0.007595938
NA20901	NA20901	0.1848432	-0.1032432	-0.03973699	0.2270824	0.06143607	0.001281883	-2.828998e-05	-0.001177905	-0.003632071	-0.009944801
NA21090	NA21090	0.1650601	-0.08421889	-0.05851224	0.2952569	0.0671475	0.01593728	0.000955499	-0.01281655	0.001437244	0.0008230278
NA21092	NA21092	0.1778658	-0.09056676	-0.0308456	0.2214402	0.04951551	0.01036121	-0.007904483	-0.0004001913	-0.005165297	-0.008231261
NA21094	NA21094	0.1652009	-0.0919069	-0.0473951	0.2903507	0.06849534	-0.01436972	0.00557134	0.01559926	0.0096134	0.0001691351
NA21098	NA21098	0.1838173	-0.08666835	-0.03398612	0.2862484	0.06069695	-0.001593284	0.004351707	0.01185346	0.01185136	0.001104174
NA21100	NA21100	0.1799908	-0.1001841	-0.04149702	0.2912849	0.07451441	0.01032111	0.0193604	0.01321169	0.002891511	-0.0002285319
NA21105	NA21105	0.179323	-0.1024522	-0.03728787	0.2595238	0.05027185	-0.003360662	0.005617454	0.008513702	0.00299806	-0.001811536
NA21107	NA21107	0.1631741	-0.1118255	-0.04970139	0.2782065	0.05913084	0.007847049	0.004129281	-0.006350781	-0.002279896	0.0009985086
NA21109	NA21109	0.1646168	-0.09945395	-0.05209122	0.2931458	0.06253992	0.008534746	-0.006981137	-0.0244044	0.01380691	-0.0003076215
NA20888	NA20888	0.1835076	-0.08933601	-0.04570442	0.2697622	0.06637076	0.01338294	-0.003647237	-0.01093102	-0.01202511	-0.002762221
NA20892	NA20892	0.173557	-0.09548753	-0.03655139	0.2874497	0.07148953	-0.01030046	-0.002257434	-0.001518362	-0.0007916029	-0.01203768
NA20900	NA20900	0.1857514	-0.1198105	-0.02936841	0.2373752	0.06008514	0.001406736	0.005626958	0.00318138	0.012522	0.003672186
NA20910	NA20910	0.178526	-0.1367071	-0.03633885	0.1968888	0.03712656	0.01454315	0.00697424	-0.03742628	0.00409385	0.02811034
NA21088	NA21088	0.1816819	-0.09389418	-0.03741943	0.2719402	0.05811946	0.01170913	-0.01034933	0.01432447	9.887271e-05	0.002044378
NA21089	NA21089	0.1787107	-0.09550045	-0.04680332	0.2802949	0.06668871	-0.007457528	-0.008792427	0.01698487	0.02070962	-0.02359675
NA21102	NA21102	0.1724797	-0.09426548	-0.04674818	0.2758576	0.06655278	0.009837992	0.005017787	0.0127196	-7.064339e-05	-0.001858492
NA20845	NA20845	0.1640386	-0.1069696	-0.02643869	0.215636	0.0484469	0.006497411	0.006768682	0.01364784	-0.006949033	-0.001083287
NA20850	NA20850	0.1789623	-0.1287392	-0.0194805	0.192633	0.03874665	0.001761087	-0.005546583	0.005896627	-0.009617709	-0.00576962
NA20852	NA20852	0.18657	-0.1160717	-0.03017641	0.2172081	0.04503619	-0.02327172	-0.01174072	-0.001810066	-0.002001456	0.00190308
NA20858	NA20858	0.1710867	-0.1500721	-0.01573428	0.163003	0.03669042	0.005325852	0.01261319	0.0008569008	-0.007866663	0.009051686
NA20870	NA20870	0.1784919	-0.1505129	-0.02322487	0.1656652	0.02445943	0.002845221	0.01971389	-0.007494539	0.004806055	-0.007547743
NA20889	NA20889	0.1800461	-0.1118327	-0.04398581	0.2793248	0.06126853	-0.003812337	-0.0085676	-0.005535979	0.004894224	-0.003121098
NA20897	NA20897	0.1739172	-0.07038157	-0.05102521	0.2507524	0.07414047	-0.002442528	0.006389822	-0.0009382307	0.001610832	-0.00753701
NA20904	NA20904	0.1803067	-0.1390861	-0.01686594	0.1649772	0.03361576	-0.004856639	-0.006572295	-0.008228154	-0.0005293607	-0.00302541
NA20911	NA20911	0.1725948	-0.07977821	-0.04551805	0.2652792	0.06023372	-0.003248938	0.003895826	0.01411996	-0.0144024	-0.01423884
NA21099	NA21099	0.172186	-0.1013701	-0.04206633	0.2681557	0.05124738	0.01583392	0.01358669	0.00224976	0.01132583	0.000443124
NA21112	NA21112	0.1759267	-0.09512797	-0.04268182	0.2726203	0.06144449	0.001583253	0.01498591	0.01372616	0.001001703	0.004618226
NA21116	NA21116	0.1849089	-0.08513071	-0.03202877	0.2267449	0.05084516	-0.004268534	-0.002620249	-0.01180367	0.02129728	0.005363652
NA20862	NA20862	0.1754539	-0.1465864	-0.01957916	0.1890024	0.03875173	-0.008004671	-0.00498106	-0.01568859	-0.004809634	0.00541004
NA21143	NA21143	0.1842911	-0.0868066	-0.0414938	0.2872524	0.06323108	0.006808007	0.002897188	0.01876526	0.006760084	-0.0160504
NA21144	NA21144	0.1755862	-0.0873308	-0.03909343	0.280441	0.06171055	0.01414481	0.01142718	0.001328497	-0.01980473	0.006473677
NA20871	NA20871	0.1686561	-0.08465644	-0.03871526	0.2897699	0.06819286	0.01464242	0.007086096	-0.0103532	0.003919964	-0.0007516643
NA20887	NA20887	0.1758164	-0.1051673	-0.03737138	0.2313149	0.05088151	0.006761965	-0.006160251	-0.003394348	-0.006583439	-0.01064324
NA20890	NA20890	0.1743763	-0.1227825	-0.02423707	0.1902254	0.0523764	-0.0007307532	0.002972149	-0.01473254	-0.0143539	-0.006655243
NA20898	NA20898	0.1882971	-0.1326694	-0.02693954	0.18729	0.04188542	0.001923855	0.02084565	0.00493061	0.001259419	-0.001950892
NA20903	NA20903	0.1691649	-0.1125792	-0.03382674	0.2277686	0.05971438	0.006122646	0.007327457	-0.0005227404	0.001666915	-0.005253241
NA20909	NA20909	0.182525	-0.1466663	-0.03263884	0.1927595	0.02946539	0.001593035	0.002516756	-0.02651507	0.001355023	0.0163113
NA21113	NA21113	0.1772618	-0.09038618	-0.05337492	0.2901322	0.06195174	0.009843268	0.007617435	-0.008373666	-0.009144621	-0.003884428
NA21115	NA21115	0.1873574	-0.09432508	-0.04988409	0.2802214	0.06734743	0.01613169	-0.0109347	0.001469853	0.0006077155	0.005684707
NA21118	NA21118	0.1690195	-0.097061	-0.04549044	0.2803787	0.06680788	0.01309517	0.0136079	-0.01274935	0.01232134	0.01441844
NA21119	NA21119	0.1732478	-0.09186048	-0.04384141	0.2853363	0.06519787	0.0002222731	-0.001547926	0.006649076	-3.11695e-06	0.004545176
NA21123	NA21123	0.1791694	-0.1000387	-0.03525125	0.2868338	0.0612842	-0.01164916	-0.006530639	-0.01137167	0.01452532	0.002311215
NA21097	NA21097	0.1802669	-0.1072325	-0.03674954	0.2439072	0.06185707	0.0147986	-0.0006397806	-0.006927128	-0.006930582	-0.0004992988
NA20882	NA20882	0.1814565	-0.1194603	-0.03161167	0.2158736	0.04544392	0.005454125	0.006559542	0.01244466	-0.005778073	0.00143095
NA20894	NA20894	0.1772508	-0.1219857	-0.03460445	0.2296705	0.04182721	0.005056829	0.008339993	5.120373e-06	-0.002688477	-0.01957757
NA20896	NA20896	0.1753317	-0.09726006	-0.04469309	0.2855387	0.0692709	0.008538971	0.009064361	0.0004056575	-0.005675887	0.0165471
NA20902	NA20902	0.1847073	-0.08323429	-0.03262383	0.2990322	0.06670872	-0.0004985261	-0.003553064	0.002012824	0.01169729	0.006788965
NA20895	NA20895	0.1761098	-0.1148086	-0.02686407	0.2206604	0.04209519	0.002967247	0.01757506	0.01294187	-0.004427983	-0.009204486
NA20856	NA20856	0.174812	-0.09820085	-0.05205285	0.2788585	0.06329055	0.004387192	-0.02656705	-0.001372927	-0.007263016	0.01011479
NA20869	NA20869	0.1742303	-0.1044436	-0.04531692	0.2851393	0.07457034	0.01316367	-0.01794444	0.00456803	-0.007121789	-0.02861669
NA20872	NA20872	0.179062	-0.1364059	-0.02751828	0.1775131	0.02988363	0.006099965	-0.005955542	0.003213675	-0.01275195	-0.007049292
NA20874	NA20874	0.1752089	-0.106938	-0.04219748	0.2268201	0.05045894	-0.001667019	0.006196665	-0.009302774	0.005818193	0.0165586
NA20854	NA20854	0.184089	-0.1240719	-0.03940382	0.212964	0.03842233	0.01697575	0.00458849	0.004719844	-0.004285737	-0.003872538
NA20879	NA20879	0.1773586	-0.1019589	-0.03227255	0.2224425	0.04520801	0.001245519	0.004262721	0.001286468	-1.018152e-05	0.01156843
NA21111	NA21111	0.1861462	-0.09054323	-0.04472569	0.2730126	0.0646361	0.0001623178	9.335293e-05	0.01194132	-0.0002435167	0.005952392
NA20846	NA20846	0.179219	-0.1189108	-0.02864659	0.2204953	0.04303552	0.001009642	-0.008063274	-0.0220146	-0.001894532	-0.01109652
NA20899	NA20899	0.1798824	-0.09639484	-0.04364286	0.2832602	0.06658801	0.01667459	-0.006681997	-0.003188715	0.01047875	-0.005479903
NA21108	NA21108	0.1712549	-0.1236842	-0.03160418	0.1819024	0.03386967	-0.003680052	0.01840757	0.01158828	0.01105468	-0.01402703
NA20861	NA20861	0.172855	-0.09529871	-0.04766731	0.2988457	0.06923734	0.00187734	-0.01485673	-0.001105234	-0.005717259	-0.004124498
NA20873	NA20873	0.1824361	-0.1208744	-0.02718922	0.1942604	0.05239958	0.008640995	-0.0007625408	0.01246888	0.01105956	-0.01334007
NA20884	NA20884	0.1775372	-0.07730606	-0.05055364	0.2915935	0.06555401	-0.007992892	-0.001184969	-0.004957471	-0.002598277	-0.0001944294
NA21091	NA21091	0.1881544	-0.09722642	-0.04658805	0.2808106	0.05479242	-0.005323742	0.005344176	0.01031172	-0.004445869	0.002689282
NA20875	NA20875	0.1834034	-0.09316501	-0.04439689	0.2874224	0.07260938	0.02353149	-0.005552616	-0.007685663	0.006448371	-0.003589848
NA20876	NA20876	0.1825369	-0.09476564	-0.04365496	0.2742425	0.06981874	0.009885604	0.01087727	-0.001655918	-0.004889392	-0.003743959
NA20877	NA20877	0.170263	-0.1030953	-0.05794129	0.2965364	0.07078296	-0.00849696	0.002519026	0.01100341	-0.002579497	0.005326826
NA21103	NA21103	0.1742252	-0.09009831	-0.05879337	0.2942253	0.07364147	0.0007030738	0.01349096	0.005398987	0.003996117	-0.006365969
NA20885	NA20885	0.1814437	-0.1285836	-0.03035281	0.2101536	0.03358042	0.001136111	0.008591741	0.003738063	-0.01416719	-0.01793454
NA21117	NA21117	0.1798405	-0.09911764	-0.03962551	0.2756297	0.07038022	-0.001869535	0.0118916	0.005049976	0.007596802	-0.01481556
NA20859	NA20859	0.1716766	-0.09106231	-0.05031816	0.2817695	0.06245839	-0.002531772	0.006441286	-0.02702478	0.006695562	0.0112293
NA20881	NA20881	0.1724305	-0.144206	-0.02755512	0.1895073	0.04118614	-0.01826066	0.007583316	0.002980659	-0.01804322	0.001778388
NA18946	NA18946	0.2671773	0.3216413	-0.005976668	-0.0261592	-0.02516726	-0.01020557	-0.01628658	-0.001159008	0.00246666	-0.03462507
NA18979	NA18979	0.263993	0.312279	0.00364365	-0.01802989	-0.0323695	-0.01487635	-0.006881089	0.0008984656	0.004858712	-0.04234176
NA19058	NA19058	0.2571518	0.3179791	0.005763115	-0.01289021	-0.01992852	0.005403815	-0.02118272	-0.01398031	-0.002116427	-0.06492873
NA18993	NA18993	0.2537088	0.3139814	-0.00109519	-0.02888696	-0.01795356	-0.01482188	-0.02722472	-0.009572935	0.002298016	-0.04744304
NA19060	NA19060	0.2566075	0.3076897	0.002614556	-0.01600451	-0.006603329	-0.01201359	-0.02548364	-0.006848253	0.006452833	-0.06112683
NA19062	NA19062	0.2508103	0.3171845	-0.0002146208	-0.01647036	-0.0148885	-0.01155574	0.002087043	0.004854734	-0.005054607	-0.03961548
NA18955	NA18955	0.2647575	0.3086742	0.001173454	-0.004549036	-0.02504311	-0.001192602	-0.01883732	-0.004395332	-0.004433693	-0.04609386
NA18962	NA18962	0.2628763	0.3146031	0.003354172	-0.01541977	-0.01510238	-0.02393253	-0.003208692	0.000882787	-0.004703696	-0.05740888
NA18977	NA18977	0.2605353	0.3100718	0.004038577	-0.02276312	-0.02331973	-0.004501436	-0.01229094	0.001193484	0.00432405	-0.04201831
NA18954	NA18954	0.2637232	0.3145893	0.003054908	-0.02461888	-0.03287233	-0.01485824	-0.009257669	-0.002922131	0.004062699	-0.03895033
NA19066	NA19066	0.2618789	0.3107248	-0.005796242	-0.02302074	-0.01150815	-0.01010387	-0.01259038	0.002542785	-0.000825288	-0.06462919
NA19010	NA19010	0.2595659	0.3167633	-0.002279113	-0.01632636	-0.01950327	-0.008858923	-0.02765891	-0.00597364	0.002320467	-0.05240131
NA19054	NA19054	0.2625368	0.3122189	-0.002263556	-0.0213549	-0.01394499	-0.02011324	-0.02796522	0.008170369	-0.001948293	-0.05527548
NA19064	NA19064	0.2636867	0.3236399	0.004444794	-0.009752009	-0.02086293	-0.01340941	-0.01020133	-0.006335149	0.008019173	-0.0441423
NA19072	NA19072	0.2640023	0.3099197	0.005527653	-0.01424646	-0.01417333	-0.02590309	-0.02429932	-0.005798729	0.006029002	-0.03406711
NA19075	NA19075	0.2640599	0.3089659	0.005194677	-0.01202106	-0.01525679	-0.01898799	-0.009907095	-0.00443925	-0.0155091	-0.04456487
NA19065	NA19065	0.261882	0.3116473	-0.002837341	-0.02232919	-0.01929589	-0.003351052	-0.01470887	-0.00678922	0.002123623	-0.05150512
NA19074	NA19074	0.2515275	0.3165816	0.003373012	-0.01687036	-0.01684566	-0.005391099	-0.03059464	-0.0003447938	0.0003329859	-0.03699315
NA19076	NA19076	0.2620732	0.3054055	-0.01043275	-0.01594464	-0.01879868	-0.01636216	-0.01918512	-0.006322805	-0.00264006	-0.05912637
NA19063	NA19063	0.2626636	0.3172757	0.0006243586	-0.01203735	-0.02473974	-0.00938856	-0.01118125	-0.007489517	-0.01162601	-0.05973852
NA19002	NA19002	0.2566681	0.3056402	-0.00156328	-0.003901973	-0.02893868	-0.01128256	-0.02967121	-0.002648077	-0.00424658	-0.02570181
NA19067	NA19067	0.2520727	0.3253163	-0.01599431	-0.01286576	-0.03347028	-0.01600226	-0.02456163	-0.01653736	0.0003652349	-0.0411702
NA19057	NA19057	0.2604032	0.3050929	0.002907676	-0.0105631	-0.03256067	-0.004785355	-0.02523341	0.004836189	-0.0004341846	-0.05063544
NA19068	NA19068	0.268317	0.3169948	0.007875819	-0.01881231	-0.01240712	-0.01172143	-0.02060872	-0.0006172404	0.002974771	-0.05692806
NA19059	NA19059	0.270783	0.3059728	0.008590222	-0.00574403	-0.01788242	-0.01218979	-0.03419898	-0.009530279	0.01251545	-0.04676507
NA19070	NA19070	0.2584295	0.3068518	-0.008433477	-0.01521876	-0.01434918	-0.01065155	-0.01413452	-0.01971815	0.001181813	-0.07231412
NA19077	NA19077	0.2571189	0.317508	0.002531518	-0.03346802	-0.02482519	-0.01728303	-0.02328452	0.005783728	0.0008308135	-0.04210611
NA19078	NA19078	0.2524403	0.3148399	0.005483518	-0.01075568	-0.02777955	-0.02815039	-0.03045021	-0.004809141	-0.02020193	-0.06119415
NA19079	NA19079	0.2579092	0.3153119	-0.0049989	-0.01973349	-0.008715854	-0.01335817	-0.01665002	-0.006094981	0.002080551	-0.05538787
NA19080	NA19080	0.2564418	0.31682	0.006430604	-0.01039308	-0.02444691	0.0008518294	-0.03006277	0.003237652	0.008840565	-0.0435551
NA19081	NA19081	0.2582758	0.309055	0.01012117	-0.007009073	-0.01553317	-0.004678083	-0.02995018	0.01044609	0.001032356	-0.05656359
NA19083	NA19083	0.2535986	0.3119728	0.0005558213	-0.01334327	-0.01584076	-0.02670659	-0.01862047	0.00020046	0.003577549	-0.04361467
NA19085	NA19085	0.2620368	0.3115527	0.00600658	-0.006395482	-0.003597218	-0.01400738	-0.005263789	-0.01039607	0.000734778	-0.05311962
NA19084	NA19084	0.2594242	0.3103151	-0.007239078	-0.02700707	-0.003975731	-0.01292546	-0.02058057	0.01382776	0.007982627	-0.04723012
NA19086	NA19086	0.2648714	0.3257862	-0.000168671	-0.02148974	-0.02797097	-0.003391979	-0.03235123	-0.01662381	-0.002178292	-0.05886234
NA18939	NA18939	0.2585371	0.3136983	-0.003455857	-0.01457113	-0.02189007	-0.0166037	-0.01917659	0.008656569	-0.01249417	-0.05870084
NA19088	NA19088	0.2627494	0.314488	-0.00154618	-0.009758227	-0.03322746	-0.007502005	-0.0175956	-0.0003447762	0.007815554	-0.05537438
NA19087	NA19087	0.2701647	0.3109067	0.004958638	-0.02065771	-0.01710081	-0.006423841	-0.01817264	-0.004190826	-0.002131961	-0.03222644
NA19055	NA19055	0.2579376	0.3239411	-0.007932907	-0.01825949	-0.01488444	-0.01084297	-0.01598304	-0.00176485	-0.02224643	-0.03495201
NA18957	NA18957	0.2563501	0.3105844	-0.00496905	-0.01414727	-0.02153873	-0.02948156	-0.009547862	-0.01226383	-0.01060966	-0.05489498
NA18963	NA18963	0.2611434	0.3215044	-0.0006927942	-0.01301409	-0.03607435	-0.01185623	-0.01460416	-0.01563699	0.002295502	-0.04628756
NA19001	NA19001	0.2565914	0.3110099	0.002487239	-0.01755938	-0.0211048	-0.004410039	-0.01574501	-0.006754465	-0.007671172	-0.05101049
NA19009	NA19009	0.2643372	0.3175778	-0.005165829	-0.01350226	-0.01738873	0.003347754	-0.02289224	0.005483867	0.005131249	-0.05373261
NA19056	NA19056	0.2659859	0.3183361	-0.008422604	-0.02279041	-0.02506939	-0.01903756	-0.02122483	0.0006748566	0.000194986	-0.06548429
NA18942	NA18942	0.2537707	0.3162956	0.0014637	-0.0123233	-0.02082982	-0.0154711	-0.01543992	-0.01188771	-0.0006705546	-0.05803918
NA18949	NA18949	0.2668703	0.3043056	-0.002691621	-0.02446194	-0.01725905	-0.01200788	-0.02584698	0.005467452	0.0006388113	-0.05957966
NA18970	NA18970	0.2594768	0.3155834	0.006767111	-0.0184967	-0.0223582	0.006165607	-0.02067709	-0.006389849	0.005723154	-0.04414174
NA18945	NA18945	0.2618146	0.306287	0.0003844085	-0.01910069	-0.01014414	-0.009944206	-0.0267847	-0.01376029	0.003484833	-0.05910939
NA18940	NA18940	0.256987	0.3021574	-0.007268264	-0.01625386	-0.01113684	-0.005692134	-0.01328292	-0.003929575	-0.001060303	-0.07500001
NA18964	NA18964	0.2569484	0.3121999	-0.0002879066	-0.01986718	-0.01849536	-0.02935373	-0.02202021	-0.02020009	-0.005340926	-0.0656676
NA18953	NA18953	0.2651232	0.3122825	0.00184059	-0.01991632	-0.01295586	-0.002739399	-0.01979224	-0.003764427	-0.007857833	-0.04981957
NA18961	NA18961	0.260492	0.3136134	-0.005011575	-0.01469847	-0.01330691	-0.01648242	-0.01798202	-0.02076927	-9.572514e-05	-0.0530233
NA18972	NA18972	0.256546	0.3099942	0.008355057	-0.01711498	-0.01782492	0.006341898	-0.02217695	-0.01198357	0.006335116	-0.04329807
NA18967	NA18967	0.2569474	0.3135431	0.01149235	-0.01539085	-0.01253157	-0.01851824	-0.02991458	-0.008375054	0.01041518	-0.04745197
NA18976	NA18976	0.2670655	0.3240802	0.0031789	-0.00571952	-0.01604485	-0.0001373634	0.007110718	-0.009489602	0.008144466	-0.02037416
NA18981	NA18981	0.2611933	0.3050112	-0.003575368	-0.01705556	-0.01326666	-0.002703295	-0.02727732	-0.003905548	-0.006592364	-0.05269494
NA18971	NA18971	0.257583	0.319751	0.007105739	-0.0229516	-0.02179701	-0.009071478	-0.00467048	0.007791014	0.005981643	-0.04100155
